Product Name,Price,Ratings,Sold,Store,City,Brand,Price_trimmed,price_log,price_yeojohnson,Price_final,Price_scaled,Sold_scaled,Rating_Category,cleaned_name,cleaned_name_tokens,Segment,Segment_Label
ADIDAS BISOKE [Light/Control/Attack] Beginner Fiberglass Racket Padel Original,1857600,5.0,23,Euro Padel,Jakarta Selatan,Adidas,1857600.0,14.434796428254646,0.900863923421721,0.900863923421721,0.6454600199481609,0.0022002200220022005,Excellent,adidas bisoke lightcontrolattack beginner fiberglass racket padel original,"['adidas', 'bisoke', 'lightcontrolattack', 'beginner', 'fiberglass', 'racket', 'padel', 'original']",2,Adidas Apparel & Classics
Adidas Samba OG Cloud White Core Black,629000,4.9,2000,Kick Avenue,Jakarta Barat,Adidas,629000.0,13.351888125506433,-0.3204540891807045,-0.3204540891807045,0.40451354886436863,0.19991999199919994,Excellent,adidas samba og cloud white core black,"['adidas', 'samba', 'og', 'cloud', 'white', 'core', 'black']",6,Adidas Samba
Sepatu Lari Adidas Duramo Sl Core Black Original Id9849,1780000,5.0,9,STARTING LANE OFFICIAL,Bogor,Adidas,1780000.0,14.392124484065864,0.8450779712556304,0.8450779712556304,0.6344543456096425,0.0008000800080008001,Excellent,sepatu lari adidas duramo sl core black original id,"['sepatu', 'lari', 'adidas', 'duramo', 'sl', 'core', 'black', 'original', 'id']",5,Sepatu Lari (Generik)
Sepatu Sneakers Pria ADIDAS PIVOT COURT JK0757 ORIGINAL,520000,4.8,30,SNEAKERS DEPT,Bekasi,Adidas,520000.0,13.161586013632684,-0.4979584090667215,-0.4979584090667215,0.36949479122930295,0.0029002900290029006,Excellent,sepatu sneakers pria adidas pivot court jk original,"['sepatu', 'sneakers', 'pria', 'adidas', 'pivot', 'court', 'jk', 'original']",3,Sneakers Pria (Generik)
ADIDAS METALBONE CARBON CTRL PADEL RACKET RAKET,2199000,5.0,250,PADEL AVENUE.ID,Jakarta Barat,Adidas,2199000.0,14.603513724288955,1.1283658014583386,1.1283658014583386,0.6903424945471026,0.024902490249024904,Excellent,adidas metalbone carbon ctrl padel racket raket,"['adidas', 'metalbone', 'carbon', 'ctrl', 'padel', 'racket', 'raket']",2,Adidas Apparel & Classics
Sepatu Hiking ADIDAS TERREX FAST ROCKR JK3840 ORIGINAL,465000,4.8,80,SNEAKERS DEPT,Bekasi,Adidas,465000.0,13.049794835104816,-0.5977247089163799,-0.5977247089163799,0.3498124991204353,0.0079007900790079,Excellent,sepatu hiking adidas terrex fast rockr jk original,"['sepatu', 'hiking', 'adidas', 'terrex', 'fast', 'rockr', 'jk', 'original']",2,Adidas Apparel & Classics
Sepatu Lari Adidas adizero evo sl silver metallic - lucid red - iron metallic KI3381,2470000,5.0,9,STARTING LANE OFFICIAL,Bogor,Adidas,2470000.0,14.719729113462378,1.2917200318602517,1.2917200318602517,0.7225696662958275,0.0008000800080008001,Excellent,sepatu lari adidas adizero evo sl silver metallic lucid red iron memetallic ki,"['sepatu', 'lari', 'adidas', 'adizero', 'evo', 'sl', 'silver', 'metallic', 'lucid', 'red', 'iron', 'memetallic', 'ki']",12,Adidas Adizero
Adidas Originals CTT Year of The Snake Limited Versatile Jacket,549900,5.0,25,Look Goods,Kab. Karawang,Adidas,549900.0,13.217493541006709,-0.44682978728316997,-0.44682978728316997,0.3795816489215713,0.0024002400240024004,Excellent,adidas originals ctt year of the snake limited versatile jacket,"['adidas', 'originals', 'ctt', 'year', 'of', 'the', 'snake', 'limited', 'versatile', 'jacket']",2,Adidas Apparel & Classics
Sepatu Skate ADIDAS VL COURT CLASSIC JH5063 ORIGINAL,990875,5.0,10,SNEAKERS DEPT,Bekasi,Adidas,990875.0,13.80634467934798,0.14555822955262143,0.14555822955262143,0.49645031105222154,0.0009000900090009,Excellent,sepatu skate adidas vl court classic jh original,"['sepatu', 'skate', 'adidas', 'vl', 'court', 'classic', 'jh', 'original']",2,Adidas Apparel & Classics
Sepatu Sneakers Pria ADIDAS SL 72 RTN DARK GREY BLACK ORIGINAL BNIB,1090000,4.7,15,Find Sneakers,Bandung,Adidas,1090000.0,13.901689171636098,0.25142336357346085,0.25142336357346085,0.5173358054033456,0.0014001400140014003,Excellent,sepatu sneakers pria adidas sl rtn dark grey black original bnib,"['sepatu', 'sneakers', 'pria', 'adidas', 'sl', 'rtn', 'dark', 'grey', 'black', 'original', 'bnib']",3,Sneakers Pria (Generik)
adidas Running Duramo SL Shoes Men Black IE7963,585000,5.0,750,adidas Indonesia,Bekasi,Adidas,585000.0,13.279368835614243,-0.3892620081974305,-0.3892620081974305,0.39093884915583627,0.0749074907490749,Excellent,adidas running duramo sl shoes men black ie,"['adidas', 'running', 'duramo', 'sl', 'shoes', 'men', 'black', 'ie']",10,Adidas Running
SEPATU ADIDAS ADISTAR ALL BLACK ORIGINAL VIETNAM BNIB,1329900,5.0,27,DIKSTYLESTORE,Jakarta Selatan,Adidas,1329900.0,14.100615061337209,0.4820195423713902,0.4820195423713902,0.5628287359533309,0.0026002600260026003,Excellent,sepatu adidas adistar all black original vietnam bnib,"['sepatu', 'adidas', 'adistar', 'all', 'black', 'original', 'vietnam', 'bnib']",11,Adidas (Generik)
Sepatu Sneakers Pria ADIDAS SAMBA INDOOR IH6001 ORIGINAL,749999,4.8,30,SNEAKERS DEPT,Bekasi,Adidas,749999.0,13.527828485512494,-0.14733614772378303,-0.14733614772378303,0.4386669443313315,0.0029002900290029006,Excellent,sepatu sneakers pria adidas samba indoor ih original,"['sepatu', 'sneakers', 'pria', 'adidas', 'samba', 'indoor', 'ih', 'original']",3,Sneakers Pria (Generik)
Sepatu Bola Pria ADIDAS PREDATOR PRO FT FG JS4073 ORIGINAL,2279900,5.0,4,FOOTBALL DEPT,Jakarta Selatan,Adidas,2279900.0,14.639642578935272,1.1785566704654942,1.1785566704654942,0.7002443486449835,0.00030003000300030005,Excellent,sepatu bola pria adidas predator pro ft fg js original,"['sepatu', 'bola', 'pria', 'adidas', 'predator', 'pro', 'ft', 'fg', 'js', 'original']",8,Sepatu Bola (Cross-brand)
ADIDAS ADIZERO EVO SL MEN'S SHOES BLACK WHITE // LUCID LEMON // LUCID RED Running,895000,4.7,17,PandawaSneakers,Jakarta Selatan,Adidas,895000.0,13.704580114574805,0.0357690952499146,0.0357690952499146,0.4747906743313857,0.0016001600160016002,Excellent,adidas adizero evo sl mens shoes black white lucid lemon lucid red running,"['adidas', 'adizero', 'evo', 'sl', 'mens', 'shoes', 'black', 'white', 'lucid', 'lemon', 'lucid', 'red', 'running']",12,Adidas Adizero
Sepatu Sneakers Casual Pria Adidas RUN 60S Black White IE3826,680000,5.0,3,Out of The Box ID_NEW,Bandung,Adidas,680000.0,13.429849547739444,-0.24483939153008935,-0.24483939153008935,0.4194311169121548,0.00020002000200020005,Excellent,sepatu sneakers casual pria adidas run s black white ie,"['sepatu', 'sneakers', 'casual', 'pria', 'adidas', 'run', 's', 'black', 'white', 'ie']",3,Sneakers Pria (Generik)
SEPATU RUNNING ADIDAS GALAXY 7 M - ID8752,450000,5.0,17,RANK SPORTS,Blitar,Adidas,450000.0,13.017005083966255,-0.6263750997034419,-0.6263750997034419,0.344160236168377,0.0016001600160016002,Excellent,sepatu running adidas galaxy m id,"['sepatu', 'running', 'adidas', 'galaxy', 'm', 'id']",10,Adidas Running
Sepatu Bola Pria ADIDAS PREDATOR LEAGUE FT FG/MG JI1113 ORIGINAL,2190001,4.5,2,FOOTBALL DEPT,Jakarta Selatan,Adidas,2190001.0,14.599413015034276,1.122702404553714,1.122702404553714,0.6892251970992345,0.00010001000100010001,Very Good,sepatu bola pria adidas predator league ft fgmg ji original,"['sepatu', 'bola', 'pria', 'adidas', 'predator', 'league', 'ft', 'fgmg', 'ji', 'original']",8,Sepatu Bola (Cross-brand)
SEPATU LARI WANITA ADIDAS SUPERNOVA W GTX ID6305 / 20242,1259999,5.0,3,Arkais Official,Depok,Adidas,1259999.0,14.04662227892766,0.41810074796776026,0.41810074796776026,0.5502185821780107,0.00020002000200020005,Excellent,sepatu lari wanita adidas supernova gue gtx id,"['sepatu', 'lari', 'wanita', 'adidas', 'supernova', 'gue', 'gtx', 'id']",5,Sepatu Lari (Generik)
Adidas Handball Spezial Night Indigo (100% Authentic),1500000,4.9,100,Senikersku,Jakarta Selatan,Adidas,1500000.0,14.220976332738882,0.6281872212276096,0.6281872212276096,0.5916652765132053,0.009900990099009901,Excellent,adidas handball spezial night indigo authentic,"['adidas', 'handball', 'spezial', 'night', 'indigo', 'authentic']",2,Adidas Apparel & Classics
ADIDAS Duramo Speed 2 Running Shoes JS4423 / 20251,165000,5.0,11,Arkais Official,Depok,Adidas,165000.0,12.013706813470414,-1.3826601458774774,-1.3826601458774774,0.1949573167577418,0.001000100010001,Excellent,adidas duramo speed running shoes js,"['adidas', 'duramo', 'speed', 'running', 'shoes', 'js']",10,Adidas Running
SEPATU ADIDAS AE 1 HIGH BLACK ORIGINAL,810000,5.0,4,BAROKAHSTOREJKT20,Jakarta Selatan,Adidas,810000.0,13.60479076121576,-0.06876743083668958,-0.06876743083668958,0.4541672930334588,0.00030003000300030005,Excellent,sepatu adidas ae high black original,"['sepatu', 'adidas', 'ae', 'high', 'black', 'original']",11,Adidas (Generik)
BIG SALE!!! Sepatu Pria Adidas Duramo Sl Black Strips White ORIGINAL,720000,4.8,10,dr shoes93,Kab. Tangerang,Adidas,720000.0,13.487007879880162,-0.1882977865097598,-0.1882977865097598,0.4305858694487465,0.0009000900090009,Excellent,big sale sepatu pria adidas duramo sl black strips white original,"['big', 'sale', 'sepatu', 'pria', 'adidas', 'duramo', 'sl', 'black', 'strips', 'white', 'original']",12,Adidas Adizero
adidas x stone island,885000,5.0,17,ucens88,Jakarta Timur,Adidas,885000.0,13.69334405393293,0.02384578204281961,0.02384578204281961,0.47243839571825474,0.0016001600160016002,Excellent,adidas x stone island,"['adidas', 'x', 'stone', 'island']",2,Adidas Apparel & Classics
PSM Makassar Adidas Home Jersey Player Issue 2025/26 - Authentic | Seragam Bertanding Kandang PSM Asli,2374900,5.0,20,PSM Makassar Official,Makassar,Adidas,2374900.0,14.680466310371541,1.2359105093387655,1.2359105093387655,0.7115593419039273,0.0019001900190019003,Excellent,psm makassar adidas home jersey player issue authentic seragam tanding kandang psm asli,"['psm', 'makassar', 'adidas', 'home', 'jersey', 'player', 'issue', 'authentic', 'seragam', 'tanding', 'kandang', 'psm', 'asli']",2,Adidas Apparel & Classics
ADIDAS GRANITE 2.0 PADEL RACKET RAKET,599000,5.0,19,PADEL AVENUE.ID,Jakarta Barat,Adidas,599000.0,13.303018546545275,-0.3669825211886842,-0.3669825211886842,0.3953342348923292,0.0018001800180018003,Excellent,adidas granite padel racket raket,"['adidas', 'granite', 'padel', 'racket', 'raket']",2,Adidas Apparel & Classics
SEPATU LARI/RUNNING ADIDAS GALAXY 7 M - ID8755,680000,4.9,40,RANK SPORTS,Blitar,Adidas,680000.0,13.429849547739444,-0.24483939153008935,-0.24483939153008935,0.4194311169121548,0.0039003900390039005,Excellent,sepatu larirunning adidas galaxy m id,"['sepatu', 'larirunning', 'adidas', 'galaxy', 'm', 'id']",2,Adidas Apparel & Classics
SEPATU ADIDAS ADIZERO ADIOS PRO 3 CREAM RED ORIGINAL VIETNAM BNIB,1260000,4.9,26,BAROKAHSTOREJKT20,Jakarta Selatan,Adidas,1260000.0,14.04662307257814,0.41810168013667287,0.41810168013667287,0.5502187660799982,0.0025002500250025004,Excellent,sepatu adidas adizero adios pro cream red original vietnam bnib,"['sepatu', 'adidas', 'adizero', 'adios', 'pro', 'cream', 'red', 'original', 'vietnam', 'bnib']",12,Adidas Adizero
Adidas Superstar Vintage KITH Black Tie MIG (100% Authentic),719000,4.9,2,Senikersku,Jakarta Selatan,Adidas,719000.0,13.4856180275228,-0.189683865180714,-0.189683865180714,0.4303124183402188,0.00010001000100010001,Excellent,adidas superstar vintage kith black tie mig authentic,"['adidas', 'superstar', 'vintage', 'kith', 'black', 'tie', 'mig', 'authentic']",2,Adidas Apparel & Classics
Sepatu Sneakers Unisex ADIDAS URBAN COURT IF4076 ORIGINAL,720000,5.0,28,SNEAKERS DEPT,Bekasi,Adidas,720000.0,13.487007879880162,-0.1882977865097598,-0.1882977865097598,0.4305858694487465,0.0027002700270027003,Excellent,sepatu sneakers unisex adidas urban court if original,"['sepatu', 'sneakers', 'unisex', 'adidas', 'urban', 'court', 'if', 'original']",3,Sneakers Pria (Generik)
Adidas adizero adios pro 3 Turquoise Originals,1680000,3.7,14,SPORTS SOLUTION INDONESIA,Jakarta Selatan,Adidas,1680000.0,14.33430494661736,0.7705896264558406,0.7705896264558406,0.6197589889284302,0.0013001300130013002,Good,adidas adizero adios pro turquoise originals,"['adidas', 'adizero', 'adios', 'pro', 'turquoise', 'originals']",12,Adidas Adizero
ADIDAS handball spezial shoes Wanita,1700000,4.8,20,ZALORA Indonesia,Bekasi,Adidas,1700000.0,14.346139397261565,0.7857336566071158,0.7857336566071158,0.6227466633795431,0.0019001900190019003,Excellent,adidas handball spezial shoes wanita,"['adidas', 'handball', 'spezial', 'shoes', 'wanita']",2,Adidas Apparel & Classics
Sepatu Sneakers Pria ADIDAS PHARRELL HUMANRACE X NMD S1 MAHBS IG1470 ORIGINAL,1999900,5.0,3,SNEAKERS DEPT,Bekasi,Adidas,1999900.0,14.508608237299054,0.9990158469070796,0.9990158469070796,0.6648238214722952,0.00020002000200020005,Excellent,sepatu sneakers pria adidas pharrell humanrace x nmd s mahbs ig original,"['sepatu', 'sneakers', 'pria', 'adidas', 'pharrell', 'humanrace', 'x', 'nmd', 's', 'mahbs', 'ig', 'original']",3,Sneakers Pria (Generik)
Sepatu Sneakers Pria ADIDAS DAILY 3.0 HP6032 ORIGINAL,664900,5.0,12,SNEAKERS DEPT,Bekasi,Adidas,664900.0,13.407393436374978,-0.26679631066313536,-0.26679631066313536,0.4150993686480753,0.0011001100110011003,Excellent,sepatu sneakers pria adidas daily hp original,"['sepatu', 'sneakers', 'pria', 'adidas', 'daily', 'hp', 'original']",3,Sneakers Pria (Generik)
Adidas Samba Cloud White Wonder Quartz (BNIB),2660000,5.0,7,Oxswoord Of Sneakers,Bandung,Adidas,2660000.0,14.793837056697662,1.3988190397365992,1.3988190397365992,0.7436985841846211,0.0006000600060006,Excellent,adidas samba cloud white wonder quartz bnib,"['adidas', 'samba', 'cloud', 'white', 'wonder', 'quartz', 'bnib']",6,Adidas Samba
Adidas Adizero Adios Pro 4 Black Grey (100% Authentic),499521,4.7,16,Senikersku,Jakarta Selatan,Adidas,499521.0,13.12140692014488,-0.5341910350256643,-0.5341910350256643,0.3623466747904863,0.0015001500150015003,Excellent,adidas adizero adios pro black grey authentic,"['adidas', 'adizero', 'adios', 'pro', 'black', 'grey', 'authentic']",12,Adidas Adizero
[UNISEX] Adidas Samba Og Black Gum 100% New BNIB,549000,5.0,18,ASkick sneakers,Bandung,Adidas,549000.0,13.215855541983634,-0.44833967014153164,-0.44833967014153164,0.37928377323095,0.0017001700170017004,Excellent,unisex adidas samba og black gum new bnib,"['unisex', 'adidas', 'samba', 'og', 'black', 'gum', 'new', 'bnib']",6,Adidas Samba
Tracktop jaket Trefoil Adidas Premlum full Tag,807400,4.4,30,PUSAT GUDANG DISTRO BANDUNG,Bandung,Adidas,807400.0,13.601575725943682,-0.0720850297530339,-0.0720850297530339,0.4535127839349962,0.0029002900290029006,Very Good,tracktop jaket trefoil adidas premlum full tag,"['tracktop', 'jaket', 'trefoil', 'adidas', 'premlum', 'full', 'tag']",2,Adidas Apparel & Classics
Sepatu Hiking Adidas Terrex Anylander JQ9953 / 20252,165000,4.8,20,Arkais Official,Depok,Adidas,165000.0,12.013706813470414,-1.3826601458774774,-1.3826601458774774,0.1949573167577418,0.0019001900190019003,Excellent,sepatu hiking adidas terrex anylander jq,"['sepatu', 'hiking', 'adidas', 'terrex', 'anylander', 'jq']",2,Adidas Apparel & Classics
ADIDAS METALBONE 3.3 PADEL RACKET RAKET,519000,5.0,100,PADEL AVENUE.ID,Jakarta Barat,Adidas,519000.0,13.159661088928443,-0.49970397482258866,-0.49970397482258866,0.3691504190800503,0.009900990099009901,Excellent,adidas memetalbone padel racket raket,"['adidas', 'memetalbone', 'padel', 'racket', 'raket']",2,Adidas Apparel & Classics
SEPATU ADIDAS HANDBALL SPEZIAL NIGHT INDIGO ORIGINAL VIETNAM BNIB,900000,5.0,40,DIKSTYLESTORE,Jakarta Selatan,Adidas,900000.0,13.710151153416941,0.04169540668327279,0.04169540668327279,0.4759598406023134,0.0039003900390039005,Excellent,sepatu adidas handball spezial menight indigo original vietnam bnib,"['sepatu', 'adidas', 'handball', 'spezial', 'menight', 'indigo', 'original', 'vietnam', 'bnib']",11,Adidas (Generik)
Adidas Superstar Vintage KITH Black Tie MIG (100% Authentic),2199000,5.0,15,Senikersku,Jakarta Selatan,Adidas,2199000.0,14.603513724288955,1.1283658014583386,1.1283658014583386,0.6903424945471026,0.0014001400140014003,Excellent,adidas superstar vintage kith black tie mig authentic,"['adidas', 'superstar', 'vintage', 'kith', 'black', 'tie', 'mig', 'authentic']",2,Adidas Apparel & Classics
Sepatu Lari Adidas Adizero Boston 13 M Core Black Original Js4941,5199000,5.0,3,Ncr Sport,Bekasi,Adidas,5199000.0,15.463977049710516,2.4801404731196923,2.4801404731196923,0.9570259737690552,0.00020002000200020005,Excellent,sepatu lari adidas adizero boston m core black original js,"['sepatu', 'lari', 'adidas', 'adizero', 'boston', 'm', 'core', 'black', 'original', 'js']",12,Adidas Adizero
Adidas Handball Spezial Scarlet Collegiate Green (UNISEX),2799999,5.0,11,Kick Avenue,Jakarta Barat,Adidas,2799999.0,14.845129975145433,1.4743150446863855,1.4743150446863855,0.7585927360646991,0.001000100010001,Excellent,adidas handball spezial scarlet collegiate green unisex,"['adidas', 'handball', 'spezial', 'scarlet', 'collegiate', 'green', 'unisex']",2,Adidas Apparel & Classics
ADIDAS X OASIS TOUR JACQUARD JERSEY BLACK KT3437,960000,5.0,100,Titippyuks,Jakarta Timur,Adidas,960000.0,13.774689605110144,0.11105684222598969,0.11105684222598969,0.48964374025078594,0.009900990099009901,Excellent,adidas x oasis tour jacquard jersey black kt,"['adidas', 'x', 'oasis', 'tour', 'jacquard', 'jersey', 'black', 'kt']",2,Adidas Apparel & Classics
ADIDAS RX LIGHT 3.4 PADEL RACKET | RAKET PADEL RAKET ADIDAS,2099000,4.6,29,PADELTOP,Jakarta Selatan,Adidas,2099000.0,14.556972075219997,1.0644847006710598,1.0644847006710598,0.6777397771182119,0.0028002800280028006,Excellent,adidas rx light padel racket raket padel raket adidas,"['adidas', 'rx', 'light', 'padel', 'racket', 'raket', 'padel', 'raket', 'adidas']",2,Adidas Apparel & Classics
SEPATU RUNNING ADIDAS RUNFALCON 5 - JR5089,700000,4.9,40,RANK SPORTS,Blitar,Adidas,700000.0,13.45883704259595,-0.21628259259536936,-0.21628259259536936,0.425064915691646,0.0039003900390039005,Excellent,sepatu running adidas runfalcon jr,"['sepatu', 'running', 'adidas', 'runfalcon', 'jr']",10,Adidas Running
ADIDAS SPEZIAL ORIGINAL SECOND,595000,5.0,17,16store 2nd,Bogor,Adidas,595000.0,13.296318365198623,-0.3733101310885975,-0.3733101310885975,0.39408589886514633,0.0016001600160016002,Excellent,adidas spezial original second,"['adidas', 'spezial', 'original', 'second']",2,Adidas Apparel & Classics
Sepatu Lari Pria ADIDAS ADIZERO BOSTON 12 JQ2553 ORIGINAL,1725000,4.8,9,SNEAKERS DEPT,Bekasi,Adidas,1725000.0,14.360738188157574,0.8044873237731902,0.8044873237731902,0.6264464613657508,0.0008000800080008001,Excellent,sepatu lari pria adidas adizero boston jq original,"['sepatu', 'lari', 'pria', 'adidas', 'adizero', 'boston', 'jq', 'original']",12,Adidas Adizero
Sepatu Lari Pria ADIDAS QUESTAR 3 ID6320 ORIGINAL,974900,4.0,6,RUNNING DEPT,Jakarta Selatan,Adidas,974900.0,13.790091206363067,0.12780347374063367,0.12780347374063367,0.49294758226765434,0.0005000500050005,Good,sepatu lari pria adidas questar id original,"['sepatu', 'lari', 'pria', 'adidas', 'questar', 'id', 'original']",5,Sepatu Lari (Generik)
"SIZE S , M , L READY STOCK - Adidas Originals Chinese New Year (CNY) Suede Jacket - Blue (Tang Suit Style)",1795000,5.0,5,PAGE SIX JKT,Jakarta Utara,Adidas,1795000.0,14.400516137007425,0.8559937292467452,0.8559937292467452,0.6366078497257077,0.00040004000400040005,Excellent,size s m l ready stock adidas originals chinese new year cny suede jacket blue tang suit style,"['size', 's', 'm', 'l', 'ready', 'stock', 'adidas', 'originals', 'chinese', 'new', 'year', 'cny', 'suede', 'jacket', 'blue', 'tang', 'suit', 'style']",2,Adidas Apparel & Classics
Sepatu Lari Pria Adidas Duramo SL 2 - IH8215,810000,5.0,100,FASTRUN Sport,Bandung,Adidas,810000.0,13.60479076121576,-0.06876743083668958,-0.06876743083668958,0.4541672930334588,0.009900990099009901,Excellent,sepatu lari pria adidas duramo sl ih,"['sepatu', 'lari', 'pria', 'adidas', 'duramo', 'sl', 'ih']",5,Sepatu Lari (Generik)
Adidas Adizero Evo SL Grey Black Lime Burst (100% Authentic),1999900,5.0,2,Senikersku,Jakarta Selatan,Adidas,1999900.0,14.508608237299054,0.9990158469070796,0.9990158469070796,0.6648238214722952,0.00010001000100010001,Excellent,adidas adizero evo sl grey black lime burst authentic,"['adidas', 'adizero', 'evo', 'sl', 'grey', 'black', 'lime', 'burst', 'authentic']",12,Adidas Adizero
ADIDAS ADIZERO SL2 W JQ2798 / 20252,2899000,5.0,4,Arkais Official,Depok,Adidas,2899000.0,14.879876752850267,1.526103591962748,1.526103591962748,0.7688097864807546,0.00030003000300030005,Excellent,adidas adizero sl gue jq,"['adidas', 'adizero', 'sl', 'gue', 'jq']",12,Adidas Adizero
Adidas Handball Spezial Dark Grey Black Gum,550000,5.0,4,Bandung sneakers_NEW,Bandung,Adidas,550000.0,13.217675375388819,-0.44666213055261184,-0.44666213055261184,0.37961472490764914,0.00030003000300030005,Excellent,adidas handball spezial dark grey black gum,"['adidas', 'handball', 'spezial', 'dark', 'grey', 'black', 'gum']",2,Adidas Apparel & Classics
Jersey Bola Pria ADIDAS MANCHESTER UNITED 25/26 AWAY JI7423 ORIGINAL,1199900,5.0,8,FOOTBALL DEPT,Jakarta Selatan,Adidas,1199900.0,13.997749611354916,0.361105777311993,0.361105777311993,0.53897438786717,0.0007000700070007,Excellent,jersey bola pria adidas manchester united away ji original,"['jersey', 'bola', 'pria', 'adidas', 'manchester', 'united', 'away', 'ji', 'original']",8,Sepatu Bola (Cross-brand)
